gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,is_new_customer,CLV,avg_service_cost,high_risk_flag,churn_probability,segment,segment_names
0,0,0,0,67,1,1,1,1,1,1,1,1,1,1,1,2,88.8,5903.15,0,3,7,0,5949.599999999999,11.1,0,0.11882647088780177,0,Champions
0,0,0,0,62,1,0,0,0,0,0,0,0,0,2,1,3,20.05,1201.65,0,3,1,0,1243.1,10.025,0,0.012521959207092877,2,Fence Sitters
1,0,1,0,57,1,1,2,0,1,1,0,1,1,0,1,3,104.5,5921.35,1,3,5,0,5956.5,17.416666666666668,0,0.4820243108171261,0,Champions
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,69.8,146.65,0,0,1,1,139.6,34.9,1,0.8763321465960117,1,At Risk
1,0,1,1,23,1,1,1,1,0,1,1,1,0,2,1,2,77.15,1759.4,0,1,5,0,1774.45,12.858333333333334,0,0.013903578127043988,0,Champions
1,0,0,1,25,0,0,1,1,0,0,1,0,0,2,0,2,35.05,844.45,0,2,2,0,876.2499999999999,11.683333333333332,0,0.028766049017211064,2,Fence Sitters
1,1,0,0,72,1,1,2,0,1,1,1,1,1,2,1,2,108.1,7774.05,0,3,6,0,7783.2,15.44285714285714,0,0.09132646253551474,0,Champions
1,0,1,0,2,1,1,2,0,0,0,0,1,0,0,1,0,84.05,134.05,0,0,2,1,168.1,28.016666666666666,1,0.8114394982100213,1,At Risk
1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,1,2,20.2,140.95,0,0,1,1,161.6,10.1,0,0.054205335068376714,2,Fence Sitters
1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,1,50.6,249.95,1,0,1,1,253.0,25.3,1,0.659838297902294,1,At Risk
0,0,0,0,35,0,0,1,0,0,1,0,1,1,0,0,0,49.2,1701.65,0,2,3,0,1722.0,12.3,0,0.6783778012717602,1,At Risk
0,0,0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,24.6,592.65,0,1,1,0,590.4000000000001,12.3,0,0.1127663900905943,2,Fence Sitters
1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,1,0,71.65,135.75,0,0,1,1,143.3,35.825,1,0.6911585515672728,1,At Risk
0,0,1,1,72,1,1,2,1,1,1,1,0,1,2,1,3,104.9,7732.65,0,3,6,0,7552.8,14.985714285714286,0,0.0182828617661956,0,Champions
1,0,0,0,41,1,1,2,1,1,1,1,1,0,0,1,0,106.5,4282.4,0,2,6,0,4366.5,15.214285714285714,0,0.3241861185847777,0,Champions
0,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,49.35,219.65,1,0,2,1,197.4,16.45,1,0.5394056742585991,1,At Risk
0,0,0,0,26,1,0,2,0,1,0,0,0,0,1,0,2,75.5,2018.1,0,2,2,0,1963.0,25.166666666666668,0,0.19656791983720448,2,Fence Sitters
0,0,0,0,7,1,0,2,0,1,0,0,1,1,0,1,0,94.25,669.0,1,0,4,1,659.75,18.85,1,0.8455192165118443,1,At Risk
1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,68.95,68.95,1,0,1,1,68.95,34.475,1,0.9134736147585186,1,At Risk
1,0,1,1,4,1,1,1,0,1,0,1,0,0,0,1,1,58.5,224.85,0,0,3,1,234.0,14.625,1,0.2207681739115488,1,At Risk
0,0,0,0,48,1,0,1,0,1,1,1,1,1,2,0,3,78.9,3771.5,0,2,6,0,3787.2,11.271428571428572,0,0.02132853908004682,0,Champions
0,1,0,0,2,1,1,2,0,0,0,0,1,1,0,1,0,93.85,196.75,1,0,3,1,187.7,23.4625,1,0.9262558446487519,1,At Risk
1,1,1,0,12,1,0,1,1,0,1,1,1,1,1,1,0,79.2,943.85,0,0,6,1,950.4,11.314285714285717,0,0.09309526848025793,0,Champions
0,0,1,0,60,1,1,2,1,0,1,1,1,1,0,1,2,109.45,6572.85,0,3,6,0,6567.0,15.635714285714286,0,0.35564538482519276,0,Champions
0,0,0,0,55,1,0,1,1,0,1,1,0,0,2,1,0,59.2,3175.85,0,3,4,0,3256.0,11.84,0,0.019263544114365407,0,Champions
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,29.15,29.15,0,0,1,1,29.15,14.575,1,0.6046850130854872,1,At Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.05,20.05,0,0,1,1,20.05,10.025,1,0.6301773548820512,1,At Risk
0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,76.05,318.9,1,0,1,1,304.2,38.025,1,0.9272076775574265,1,At Risk
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,24.45,24.45,1,0,0,1,24.45,24.45,1,0.8409030176598111,1,At Risk
1,0,0,0,42,1,0,1,0,0,1,1,0,1,2,0,3,66.5,2762.75,0,2,4,0,2793.0,13.3,0,0.01958626635822798,0,Champions
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,49.55,49.55,0,0,2,1,49.55,16.516666666666666,1,0.5109748283503696,1,At Risk
0,0,0,0,7,1,1,2,0,0,1,0,1,0,0,1,3,89.35,631.85,1,0,3,1,625.4499999999999,22.3375,1,0.6887444277145992,1,At Risk
0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,1,3,73.6,232.5,0,0,2,1,220.8,24.53333333333333,1,0.6378233352277335,1,At Risk
1,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,3,82.65,5919.35,0,3,6,0,5950.8,11.80714285714286,0,0.009344371787356354,0,Champions
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,0,49.0,749.25,0,1,1,0,735.0,24.5,0,0.689904100610726,1,At Risk
0,0,1,0,4,1,0,2,0,0,0,0,1,0,0,1,0,80.35,307.4,1,0,2,1,321.4,26.78333333333333,1,0.87960152235655,1,At Risk
1,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,25.2,245.15,0,0,1,1,277.2,12.6,0,0.10756707145612732,2,Fence Sitters
1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,25.45,134.75,0,0,1,1,127.25,12.725,1,0.3461353944488125,2,Fence Sitters
1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,55.8,55.8,1,0,3,1,55.8,13.95,1,0.6396126797373715,1,At Risk
0,0,1,0,72,1,1,2,1,0,1,1,1,1,2,1,3,110.9,8240.85,0,3,6,0,7984.8,15.842857142857143,0,0.03339026277536017,0,Champions
1,0,1,0,55,1,1,2,0,1,0,0,0,0,0,1,3,77.75,4266.4,0,3,2,0,4276.25,25.916666666666668,0,0.3405198876676016,0,Champions
1,0,1,1,40,1,1,0,0,0,0,0,0,0,0,1,0,26.2,1077.5,0,2,1,0,1048.0,13.1,0,0.15225696886020504,2,Fence Sitters
1,0,1,0,57,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1115.6,0,3,1,0,1134.3,9.95,0,0.016278994387736875,2,Fence Sitters
0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.05,79.05,1,0,2,1,79.05,26.35,1,0.9538927118108386,1,At Risk
0,0,1,0,1,1,0,2,1,0,0,0,1,1,0,1,0,95.0,95.0,1,0,4,1,95.0,19.0,1,0.8745178735559542,1,At Risk
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.2,25.2,1,0,0,1,25.2,25.2,1,0.810079637827832,1,At Risk
0,1,1,1,52,1,1,1,0,1,1,0,1,1,1,1,0,80.85,4079.55,0,3,5,0,4204.2,13.475,0,0.15092089531036793,0,Champions
0,1,0,0,41,1,1,2,0,0,1,0,1,1,0,1,0,98.4,4187.75,1,2,4,0,4034.4,19.68,0,0.8595174311695907,1,At Risk
0,0,1,0,43,1,0,1,0,0,0,0,1,0,1,1,1,56.35,2391.15,0,2,2,0,2423.05,18.78333333333333,0,0.21700705656456973,2,Fence Sitters
1,0,1,1,47,1,0,0,0,0,0,0,0,0,2,0,2,19.3,890.5,0,2,1,0,907.1,9.65,0,0.014702479285679165,2,Fence Sitters
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,50.4,137.25,0,0,1,1,151.2,25.2,1,0.7469081428189638,1,At Risk
0,1,1,1,66,1,1,1,1,1,1,1,1,0,2,0,3,79.4,5154.6,1,3,6,0,5240.400000000001,11.342857142857143,0,0.02978589481807778,0,Champions
0,0,1,1,55,1,0,1,0,0,1,1,0,0,2,1,3,55.25,3119.9,0,3,3,0,3038.75,13.8125,0,0.02075227525890091,2,Fence Sitters
0,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,1,19.1,529.5,0,2,1,0,553.9000000000001,9.55,0,0.022023185383778815,2,Fence Sitters
1,0,0,1,12,1,1,2,0,0,0,0,1,0,0,1,0,84.05,966.55,0,0,2,1,1008.6,28.016666666666666,1,0.7053423985460071,1,At Risk
1,0,1,0,66,1,1,2,0,1,1,0,1,1,0,1,0,105.2,6936.85,0,3,5,0,6943.2,17.533333333333335,0,0.7241709421647453,0,Champions
0,1,0,0,35,1,1,2,0,0,1,0,1,1,0,1,0,101.4,3496.3,1,2,4,0,3549.0,20.28,0,0.7461999913599427,1,At Risk
0,1,1,0,10,1,1,2,0,0,1,0,0,1,0,1,0,89.8,914.3,1,0,3,1,898.0,22.45,1,0.7477718515902008,1,At Risk
0,0,1,1,27,1,1,2,0,0,0,0,0,0,0,1,2,75.75,1929.0,0,2,1,0,2045.25,37.875,0,0.46854588608559977,1,At Risk
1,0,0,0,58,1,0,2,0,0,0,1,1,1,0,1,0,95.3,5817.7,0,3,4,0,5527.4,19.06,0,0.5162676894824648,0,Champions
0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,2,109.75,6110.2,1,3,7,0,5926.5,13.71875,0,0.15651517942539234,0,Champions
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,19.85,178.8,0,0,1,1,178.65,9.925,1,0.2566334304675736,2,Fence Sitters
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,19.3,28.3,1,0,1,1,38.6,9.65,0,0.04298070358514085,2,Fence Sitters
0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,69.1,435.0,0,0,1,1,414.6,34.55,1,0.8633502520079223,1,At Risk
1,1,0,0,26,1,0,2,0,0,0,0,1,1,0,1,0,91.25,2351.8,1,2,3,0,2372.5,22.8125,0,0.7534405388448032,1,At Risk
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,20.25,186.15,0,0,1,1,182.25,10.125,1,0.25371236459585494,2,Fence Sitters
0,0,1,0,8,1,0,1,0,1,1,0,0,0,0,1,1,54.75,445.85,0,0,3,1,438.0,13.6875,1,0.2995088692505883,1,At Risk
0,0,0,0,12,1,0,2,0,0,0,0,1,0,0,1,0,81.45,912.0,0,0,2,1,977.4,27.15,1,0.8948410812415806,1,At Risk
1,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,0,49.1,679.55,1,1,1,0,736.5,24.55,0,0.5787794540912025,1,At Risk
0,0,1,0,43,1,1,1,1,0,1,0,1,1,1,1,0,80.2,3581.6,0,2,5,0,3448.6,13.366666666666667,0,0.14947209033472822,0,Champions
0,0,0,0,42,1,1,2,0,0,0,1,1,1,0,1,0,100.3,4222.95,0,2,4,0,4212.599999999999,20.06,0,0.661951861531776,0,Champions
1,0,0,0,31,1,1,1,1,0,1,1,0,0,0,0,3,65.25,1994.3,1,2,4,0,2022.75,13.05,0,0.07554892729175566,0,Champions
1,0,0,1,66,1,1,2,1,0,1,1,0,0,2,1,3,90.95,5930.05,0,3,4,0,6002.7,18.19,0,0.06999745164109077,0,Champions
1,1,0,0,18,1,1,2,0,1,0,1,0,0,0,1,0,85.45,1505.85,1,1,3,0,1538.1,21.3625,0,0.5886308135178026,1,At Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0,0,1,1,20.0,10.0,1,0.6301773548820512,1,At Risk
0,0,1,0,61,1,1,2,0,1,0,1,1,0,2,1,0,94.1,5638.3,1,3,4,0,5740.099999999999,18.82,0,0.10467670330921167,0,Champions
0,0,0,0,10,1,1,2,0,1,0,0,0,0,0,0,0,79.85,797.25,0,0,2,1,798.5,26.616666666666664,1,0.6999933973063374,1,At Risk
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,71.65,71.65,1,0,1,1,71.65,35.825,1,0.8990191564757689,1,At Risk
1,1,0,0,18,1,0,2,0,1,0,0,0,0,0,1,0,73.55,1359.45,0,1,2,0,1323.9,24.516666666666666,0,0.5992746821704237,1,At Risk
0,0,1,0,24,1,1,2,0,1,1,0,1,1,0,1,0,104.65,2542.45,1,1,5,0,2511.6000000000004,17.441666666666666,0,0.7957194231901363,1,At Risk
1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,19.3,54.7,0,0,1,1,57.900000000000006,9.65,1,0.19045180561978778,2,Fence Sitters
0,0,0,0,50,1,0,0,0,0,0,0,0,0,1,0,3,20.15,989.05,0,3,1,0,1007.5,10.075,0,0.028304070612587297,2,Fence Sitters
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,44.55,44.55,0,0,1,1,44.55,22.275,1,0.7027183359524865,1,At Risk
0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,1,54.45,87.3,0,0,3,1,108.9,13.6125,1,0.37559374636458265,1,At Risk
0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,1,2,19.65,351.55,0,1,1,0,334.04999999999995,9.825,0,0.051425254091704974,2,Fence Sitters
0,0,1,1,69,1,1,2,0,1,1,0,1,1,2,1,0,105.0,7297.75,0,3,5,0,7245.0,17.5,0,0.276908476734998,0,Champions
0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,88.7,6301.7,0,3,7,0,6386.400000000001,11.0875,0,0.007995799797401679,0,Champions
1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,74.25,210.3,1,0,1,1,222.75,37.125,1,0.8750516052838183,1,At Risk
0,1,1,1,50,1,1,1,1,1,1,0,0,1,2,1,2,75.15,3822.45,0,3,5,0,3757.500000000001,12.525,0,0.02408558809339542,0,Champions
1,0,0,0,53,1,0,0,0,0,0,0,0,0,2,0,1,20.25,1048.45,0,3,1,0,1073.25,10.125,0,0.02263736858163641,2,Fence Sitters
1,0,1,0,58,1,1,2,1,1,0,1,1,1,2,1,3,109.1,6393.65,0,3,6,0,6327.799999999999,15.585714285714284,0,0.15709306379372923,0,Champions
0,0,0,0,46,0,0,1,1,0,0,0,0,0,1,1,2,30.75,1489.3,0,2,1,0,1414.5,15.375,0,0.12760304142253018,2,Fence Sitters
0,1,1,0,72,1,1,2,1,1,1,1,1,1,0,1,3,112.9,8061.5,0,3,7,0,8128.8,14.1125,0,0.19836002711468775,0,Champions
1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.2,74.2,1,0,1,1,74.2,37.1,1,0.9153685184532973,1,At Risk
1,0,1,1,6,1,1,2,0,1,1,0,1,0,0,1,1,94.05,518.75,0,0,4,1,564.3,18.81,1,0.766246387776722,1,At Risk
0,0,1,0,72,1,1,1,1,1,1,1,0,1,2,0,2,78.85,5763.15,0,3,6,0,5677.2,11.264285714285714,0,0.00952686229808248,0,Champions
0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,1,55.3,238.5,0,0,2,1,221.2,18.433333333333334,1,0.6955774450284282,1,At Risk
1,0,1,1,52,1,0,0,0,0,0,0,0,0,2,0,1,19.35,1031.7,0,3,1,0,1006.2,9.675,0,0.014440928501340593,2,Fence Sitters
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,20.45,34.8,0,0,1,1,40.9,10.225,0,0.059477530966407684,2,Fence Sitters
1,0,1,0,65,1,0,0,0,0,0,0,0,0,2,0,2,19.35,1319.95,0,3,1,0,1257.75,9.675,0,0.012879428302857241,2,Fence Sitters
0,1,1,0,43,1,1,2,0,1,0,0,1,1,0,1,0,101.0,4388.4,1,2,4,0,4343.0,20.2,0,0.7066628846087587,1,At Risk
0,0,1,0,4,1,1,2,0,1,0,0,1,1,0,1,0,100.2,420.2,1,0,4,1,400.8,20.04,1,0.8953657807268302,1,At Risk
0,1,1,0,25,1,1,2,1,0,0,0,0,1,1,1,0,89.05,2177.45,1,2,3,0,2226.25,22.2625,0,0.0942424201625766,0,Champions
1,0,1,0,51,1,1,1,0,1,0,1,1,1,1,1,3,78.65,3950.85,0,3,5,0,4011.15,13.108333333333334,0,0.10913075034693133,0,Champions
0,0,0,0,12,1,1,1,0,0,1,0,1,1,0,0,2,74.75,827.05,0,0,4,1,897.0,14.95,1,0.7113553578065149,1,At Risk
1,0,1,1,57,1,0,1,1,0,0,0,1,1,1,1,2,70.1,3913.3,1,3,4,0,3995.7,14.02,0,0.02961744944745491,0,Champions
1,0,1,1,24,1,0,0,0,0,0,0,0,0,1,0,1,19.9,533.5,0,1,1,0,477.6,9.95,0,0.030549353701408835,2,Fence Sitters
1,0,1,0,64,1,1,1,0,0,1,1,0,0,1,0,2,58.35,3756.45,0,3,3,0,3734.4,14.5875,0,0.05005027827384889,0,Champions
1,0,0,0,4,1,0,2,0,1,1,1,1,1,1,1,0,105.65,443.9,1,0,6,1,422.6,15.092857142857143,0,0.3446689534556351,0,Champions
1,0,0,0,26,1,1,2,0,0,1,0,1,1,0,1,2,100.5,2599.95,0,2,4,0,2613.0,20.1,0,0.5738842280545414,1,At Risk
1,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,1,20.05,284.3,0,1,1,0,300.75,10.025,0,0.10595289460628454,2,Fence Sitters
0,1,1,0,64,1,1,0,0,0,0,0,0,0,2,0,3,25.65,1740.8,0,3,1,0,1641.6,12.825,0,0.011995631748703463,2,Fence Sitters
0,1,1,0,36,1,1,2,0,1,0,0,1,1,0,1,0,96.5,3436.1,1,2,4,0,3474.0,19.3,0,0.6294038101212213,1,At Risk
1,0,1,0,27,1,1,2,0,0,0,0,1,1,0,0,3,95.0,2462.55,0,2,3,0,2565.0,23.75,0,0.47338590929803753,1,At Risk
0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,70.85,70.85,1,0,1,1,70.85,35.425,1,0.8645329807818648,1,At Risk
1,0,0,0,35,1,1,1,1,0,1,1,1,1,1,1,3,85.95,3110.1,1,2,6,0,3008.25,12.278571428571428,0,0.08368186745402154,0,Champions
0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,1,0,73.9,280.85,1,0,2,1,295.6,24.633333333333336,1,0.8136377816323507,1,At Risk
1,0,1,1,8,1,0,1,0,0,0,0,0,0,0,1,0,45.45,411.75,0,0,1,1,363.6,22.725,1,0.31169906927264723,2,Fence Sitters
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,3,20.0,198.6,0,0,1,1,200.0,10.0,1,0.13161829885264364,2,Fence Sitters
1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,49.2,103.7,0,0,2,1,98.4,16.400000000000002,1,0.43113063801772394,1,At Risk
1,0,1,0,58,1,1,2,1,1,1,0,1,1,2,1,2,109.45,6144.55,1,3,6,0,6348.1,15.635714285714286,0,0.12056297068095663,0,Champions
0,0,1,0,51,1,0,1,1,1,1,1,1,1,2,1,3,83.25,4089.45,0,3,7,0,4245.75,10.40625,0,0.010623109364079472,0,Champions
1,0,1,1,46,1,0,0,0,0,0,0,0,0,2,1,1,19.25,864.2,0,2,1,0,885.5,9.625,0,0.012910818136870337,2,Fence Sitters
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,19.65,19.65,0,0,1,1,19.65,9.825,1,0.5449096356041343,1,At Risk
0,0,0,0,46,1,1,2,0,0,0,0,0,0,0,0,2,72.8,3249.4,0,2,1,0,3348.8,36.4,0,0.6105658910628659,1,At Risk
1,0,1,0,50,1,1,2,1,1,0,1,1,1,0,1,2,109.65,5405.8,0,3,6,0,5482.5,15.664285714285716,0,0.3779585401447355,0,Champions
0,0,1,1,53,1,0,1,0,1,0,1,1,0,0,0,3,65.0,3363.8,0,3,4,0,3445.0,13.0,0,0.04207080094753691,0,Champions
0,0,1,0,61,1,1,2,0,1,1,1,1,1,0,1,0,114.1,7132.15,0,3,6,0,6960.099999999999,16.3,0,0.5214188617271279,0,Champions
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,20.65,93.55,0,0,1,1,103.25,10.325,1,0.25186581999472074,2,Fence Sitters
0,0,0,0,47,1,0,1,1,1,1,1,1,1,1,1,2,86.95,4138.9,0,2,7,0,4086.65,10.86875,0,0.05997109029156135,0,Champions
1,0,0,0,54,1,1,2,0,1,1,0,1,0,1,1,2,94.75,5121.75,0,3,4,0,5116.5,18.95,0,0.1966389251403045,0,Champions
0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,1,3,25.35,566.1,0,1,0,0,481.65,25.35,0,0.14549668145168038,2,Fence Sitters
1,0,0,1,26,1,0,2,0,1,1,1,1,1,2,1,0,105.45,2715.3,0,2,6,0,2741.7000000000003,15.064285714285717,0,0.0949937382551357,0,Champions
0,0,1,1,70,1,1,0,0,0,0,0,0,0,2,0,1,25.4,1782.05,0,3,1,0,1778.0,12.7,0,0.012513853785048955,2,Fence Sitters
0,0,1,0,17,1,1,2,0,1,1,0,1,1,0,1,0,102.55,1742.5,0,1,5,0,1743.35,17.091666666666665,0,0.794804984514942,1,At Risk
1,0,0,0,30,1,1,2,0,1,0,0,1,1,0,1,0,100.2,2983.8,1,2,4,0,3006.0,20.04,0,0.7565432538746852,1,At Risk
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,24.0,24.0,0,0,1,1,24.0,12.0,1,0.5174193929517742,1,At Risk
1,0,1,1,19,1,1,0,0,0,0,0,0,0,2,0,1,25.6,485.9,0,1,1,0,486.4,12.8,0,0.019137169197619108,2,Fence Sitters
1,0,1,0,26,1,0,1,0,1,1,0,1,1,2,1,3,73.5,1905.7,0,2,5,0,1911.0,12.25,0,0.018132243871010936,0,Champions
1,0,1,1,21,1,0,2,0,1,0,0,0,0,0,1,2,74.05,1565.7,1,1,2,0,1555.05,24.683333333333334,0,0.425609850694155,1,At Risk
0,0,1,0,50,1,1,2,0,1,0,0,1,1,1,1,0,98.25,4858.7,0,3,4,0,4912.5,19.65,0,0.43863079057967014,0,Champions
1,0,1,0,68,0,0,1,1,0,1,0,1,1,1,1,0,54.4,3723.65,0,3,4,0,3699.2,10.88,0,0.09511343512990662,0,Champions
0,0,0,0,3,1,1,2,0,0,1,0,1,1,0,1,2,101.55,298.35,1,0,4,1,304.65,20.31,1,0.891280340327815,1,At Risk
0,0,1,1,9,1,0,2,0,0,1,1,1,1,0,0,0,103.1,970.45,0,0,5,1,927.9,17.183333333333334,1,0.6548160870844892,1,At Risk
1,0,1,1,51,0,0,1,1,0,0,1,0,0,2,0,2,34.2,1782.0,0,3,2,0,1744.2,11.4,0,0.007753615457948596,2,Fence Sitters
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,43.75,405.7,0,0,1,1,393.75,21.875,1,0.5809671951587194,1,At Risk
0,1,1,1,41,1,1,2,0,1,1,1,1,1,1,1,0,111.95,4534.9,1,2,6,0,4589.95,15.992857142857144,0,0.35898018387287844,0,Champions
0,0,0,0,22,1,1,2,0,1,0,0,1,1,0,1,0,100.65,2415.95,0,1,4,0,2214.3,20.130000000000003,0,0.8278417021707483,1,At Risk
1,0,1,1,21,0,0,1,1,0,1,0,1,1,1,1,0,55.95,1157.05,1,1,4,0,1174.95,11.19,0,0.15190852248478892,2,Fence Sitters
0,0,1,1,71,1,1,2,1,1,1,1,1,1,2,1,2,116.05,8297.5,0,3,7,0,8239.55,14.50625,0,0.021810821759341004,0,Champions
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.75,45.75,1,0,1,1,45.75,22.875,1,0.8753794490831096,1,At Risk
0,0,1,1,26,1,1,1,0,0,1,1,1,1,1,1,3,82.0,2083.1,0,2,5,0,2132.0,13.666666666666666,0,0.14702428536218212,0,Champions
0,0,1,0,71,1,1,1,1,1,0,1,0,0,2,0,2,65.15,4681.75,0,3,4,0,4625.650000000001,13.03,0,0.010902586433165821,0,Champions
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,3,44.8,176.2,0,0,1,1,179.2,22.4,1,0.5114492426637647,1,At Risk
1,0,0,0,12,1,1,2,1,0,0,0,0,0,0,1,0,79.8,1001.2,0,0,2,1,957.6,26.6,1,0.3779906161310332,1,At Risk
1,0,1,0,18,1,1,2,0,0,0,1,1,0,0,1,0,88.85,1594.75,0,1,3,0,1599.3,22.2125,0,0.5763197511935173,1,At Risk
1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,74.95,212.4,0,0,1,1,224.85,37.475,1,0.8750516052838183,1,At Risk
1,1,1,0,72,1,1,2,1,1,0,0,1,1,1,1,2,106.85,7677.4,0,3,5,0,7693.2,17.808333333333334,0,0.08109143672097072,0,Champions
0,0,0,0,11,1,0,2,0,1,0,0,0,0,0,0,0,74.95,815.5,1,0,2,1,824.45,24.98333333333333,1,0.693504544774505,1,At Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,80.15,80.15,1,0,2,1,80.15,26.71666666666667,1,0.8480464185992543,1,At Risk
0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,3,19.3,259.65,0,1,1,0,250.9,9.65,0,0.04354813533316131,2,Fence Sitters
1,0,1,0,72,1,1,2,0,1,1,1,1,1,1,1,0,109.25,8109.8,1,3,6,0,7866.0,15.607142857142858,0,0.3118389018420634,0,Champions
0,0,1,0,42,1,1,1,1,0,0,0,0,0,1,0,3,56.1,2386.85,0,2,2,0,2356.2000000000003,18.7,0,0.09479597995598393,2,Fence Sitters
1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,19.7,340.35,0,1,1,0,334.9,9.85,0,0.13254278800128932,2,Fence Sitters
1,1,0,0,7,1,0,1,0,1,0,0,0,0,0,1,1,51.3,419.35,0,0,2,1,359.1,17.099999999999998,1,0.28494765250072485,2,Fence Sitters
1,0,1,0,68,1,1,2,1,1,1,1,1,1,2,0,1,118.6,7990.05,0,3,7,0,8064.799999999999,14.825,0,0.1500785194384846,0,Champions
0,0,1,1,56,1,1,0,0,0,0,0,0,0,2,0,2,24.15,1402.25,0,3,1,0,1352.4,12.075,0,0.012229841589514595,2,Fence Sitters
1,0,1,1,38,1,0,0,0,0,0,0,0,0,1,0,1,20.3,749.35,0,2,1,0,771.4,10.15,0,0.028168365264237872,2,Fence Sitters
1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,0,115.5,8425.15,0,3,7,0,8316.0,14.4375,0,0.01365682544434367,0,Champions
1,0,0,0,48,1,1,0,0,0,0,0,0,0,1,0,3,25.05,1171.5,0,2,1,0,1202.4,12.525,0,0.08175515427798362,2,Fence Sitters
1,1,1,0,52,1,1,2,1,1,1,0,1,1,0,1,0,109.1,5647.95,0,3,6,0,5673.2,15.585714285714284,0,0.35306563343720015,0,Champions
1,0,1,1,35,1,0,0,0,0,0,0,0,0,1,0,1,19.65,708.8,0,2,1,0,687.75,9.825,0,0.02802669742582687,2,Fence Sitters
0,0,1,0,67,1,1,2,0,1,1,1,1,1,2,1,2,111.3,7567.2,0,3,6,0,7457.099999999999,15.9,0,0.40002374316419403,0,Champions
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,29.9,29.9,0,0,1,1,29.9,14.95,1,0.6859423041348223,1,At Risk
